0,2618,長榮航,長榮航空股份有限公司,51385386670,19890407,20010917,0.00,-,2.39,0.86,,-1.28,2745
0,2906,高林,高林實業股份有限公司,2091110930,19690505,19891226,1.45,46.11,1.45,1.2,,7.71,299
0,2707,晶華,晶華國際酒店股份有限公司,1274032380,19760707,19980309,2.57,10.35,4.78,1.45,,2.66,6
0,6197,佳必琪,佳必琪國際股份有限公司,1220858820,19920507,20041108,5.91,19.48,2.12,0.41,,-5.47,1803
0,5706,鳳凰,鳳凰國際旅行社股份有限公司,671173170,19570430,20111021,0.51,56.83,3.23,0.52,,-2.12,1232
0,2731,雄獅,雄獅旅行社股份有限公司,747225560,19770609,20130924,0.00,-,5.27,0.89,,-0.55,577
0,1707,葡萄王,葡萄王生技股份有限公司,1481373730,19710401,19821220,4.06,18.21,2.73,0.27,,⚠️-35.46,421
0,1323,永裕,永裕塑膠工業股份有限公司,912745540,19730402,20000911,4.38,11.81,1.47,1.2,,-5.53,59
0,2722,夏都,夏都國際開發股份有限公司,1115229610,19950927,20120314,1.42,"1,765.00",2.08,2.63,,3.83,-4
0,2705,六福,六福開發股份有限公司,1913128300,19680127,19881224,0.00,-,0.71,0.6,,-5.4,172
0,9907,統一實,統一實業股份有限公司,15791453420,19690414,19910129,3.55,16.61,1.23,1.99,,8.02,-224
0,8271,宇瞻,宇瞻科技股份有限公司,1018243460,19970416,20101229,3.96,11.28,1.72,0.8,,2.59,166
0,1210,大成,大成長城企業股份有限公司,8521592590,19601228,19780520,5.43,19.23,2.26,🏆4.3,,🏆26.34,-1356
0,8213,志超,志超科技股份有限公司,2712424880,19980421,20091225,7.05,8.21,1.03,1.82,,7.34,-353
0,4119,旭富,旭富製藥科技股份有限公司,953823720,19870918,20040107,2.76,-,2.58,1.48,,4.22,-199
0,2613,中櫃,中國貨櫃運輸股份有限公司,1484234580,19691127,19950120,0.75,25.87,1.15,1.03,,13.94,-120
0,6251,定穎,定穎電子股份有限公司,2775183610,19880818,20090318,1.67,20.83,1.25,1.69,,8.59,-1398
0,2706,第一店,第一華僑大飯店股份有限公司,4999983460,19680927,19910625,1.01,49.67,0.85,1.38,,3.12,-6
0,1708,東鹼,東南實業股份有限公司,2490016510,19570302,19860616,4.59,24.23,1.71,🏆15.65,,🏆23.17,-2980
0,2208,台船,台灣國際造船股份有限公司,9317872960,19731107,20081222,0.00,-,1.53,0.83,,0.03,77
0,3006,晶豪科,晶豪科技股份有限公司,2861569530,19980602,20020304,1.23,10.83,3.82,1.27,,2.66,-991
0,2611,志信,志信國際股份有限公司,1718202470,19731115,19931028,0.00,7.15,1.14,2.09,,16.13,-239
0,6666,羅麗芬-KY,羅麗芬控股股份有限公司,473880000,20160921,20181119,3.09,27.93,1.97,1.0,,0.0,-4
0,4104,佳醫,佳醫健康事業股份有限公司,1411489700,19880315,20071231,5.95,14.38,1.10,0.74,,3.44,-5
0,9943,好樂迪,好樂迪股份有限公司,1473176000,19930410,20020826,6.49,246.40,2.73,1.84,,9.12,-25
0,3037,欣興,欣興電子股份有限公司,14752603330,19900125,20020826,0.57,34.72,6.45,1.51,,2.84,-2905
0,1617,榮星,榮星電線工業股份有限公司,1442332350,19710717,20000911,3.25,13.37,1.43,1.57,,23.57,-21
0,2601,益航,益航股份有限公司,8347760670,19631008,19651104,0.00,53.54,1.09,1.88,,1.72,-110
0,4526,東台,東台精機股份有限公司,2548264610,19690109,20030915,0.00,-,0.83,0.84,,-1.32,17
0,5608,四維航,四維航業股份有限公司,3292670900,19850311,20030825,0.00,10.00,2.68,2.71,,10.96,-1672
0,8442,威宏-KY,威宏控股股份有限公司,599996820,20091127,20161108,0.00,-,1.73,0.78,,-0.93,9
0,1236,宏亞,宏亞食品股份有限公司,1083425100,19760614,20010917,0.66,-,2.13,0.84,,-1.01,168
0,2908,特力,特力股份有限公司,5098875580,19780810,19930218,4.89,13.44,1.62,2.16,,15.62,-13
0,2605,新興,新興航運股份有限公司,5853532970,19680227,19891208,1.79,71.79,1.15,1.96,,-0.39,370
0,2612,中航,中國航運股份有限公司,1974845930,19780131,19941020,3.00,13.66,1.02,0.71,,-0.35,21
0,2617,台航,台灣航業股份有限公司,4172944870,19460701,19980624,2.54,13.81,1.00,1.01,,-1.0,-31
0,5546,永固-KY,永固集團股份有限公司,823534020,20160527,20200520,8.93,14.38,1.80,2.67,,23.57,-25
0,3003,健和興,健和興端子股份有限公司,1556548900,19780210,20020219,1.41,20.99,2.58,0.16,,⚠️-13.97,290
0,3321,同泰,同泰電子科技股份有限公司,1561448250,19901119,20151215,0.00,-,2.49,3.64,,🏆33.09,-236
0,3092,鴻碩,鴻碩精密電工股份有限公司,923181120,19911212,20210513,2.30,-,2.91,1.33,,7.02,-459
0,4967,十銓,十銓科技股份有限公司,1022124110,19970409,20190114,1.83,35.80,1.84,1.37,,2.88,-379
0,3380,明泰,明泰科技股份有限公司,5417184600,20030904,20041220,3.04,31.04,1.88,1.15,,0.7,220
0,4576,大銀微系統,大銀微系統股份有限公司,1198018480,19970401,20190904,0.36,48.27,3.65,1.0,,15.25,-93
0,9928,中視,中國電視事業股份有限公司,607245830,19681024,19990809,0.00,-,2.74,3.88,102C (51.606%) ,8.44,-12
0,2211,長榮鋼,長榮鋼鐵股份有限公司,4199819630,19730129,20210412,3.69,19.12,1.16,2.0,,17.82,-166
0,2352,佳世達,佳世達科技股份有限公司,19667819580,19840421,19960722,4.76,6.83,1.71,2.97,,7.7,-701
0,6226,光鼎,光鼎電子股份有限公司,1160762890,19870923,20081110,0.00,118.75,1.37,0.65,,-6.18,67
0,2419,仲琦,仲琦科技股份有限公司,3289862290,19860324,20000911,4.60,44.39,1.49,0.68,,0.81,-22
0,2428,興勤,興勤電子工業股份有限公司,1281127260,19790716,20000911,3.58,11.95,2.54,0.79,,2.59,-21
0,3052,夆典,夆典科技開發股份有限公司,2287135540,19760809,19951125,7.58,21.53,0.71,0.55,,⚠️-10.51,54
0,6224,聚鼎,聚鼎科技股份有限公司,856453610,19971218,20090917,3.79,17.28,3.49,0.91,,-7.19,76
0,2012,春雨,春雨工廠股份有限公司,2877740000,19650327,19911017,1.94,12.10,2.05,1.69,,2.5,-78
0,3419,譁裕,譁裕實業股份有限公司,1204804170,19811118,20080121,2.26,-,1.85,2.36,,-3.18,299
0,2607,榮運,長榮國際儲運股份有限公司,10671410940,19731005,19901214,0.90,42.76,1.35,2.11,,🏆34.14,-1181
0,3312,弘憶股,弘憶國際股份有限公司,1376254550,19951006,20101229,3.96,8.04,1.93,1.58,,10.33,-126
0,4555,氣立,台灣氣立股份有限公司,669926170,19861119,20151027,2.67,16.75,1.40,1.4,,17.52,-17
0,8367,建新國際,建新國際股份有限公司,811319380,19890425,20180912,2.87,7.26,1.67,0.94,,3.02,-7
0,1604,聲寶,聲寶股份有限公司,3872000000,19620911,19701214,8.03,6.73,1.37,1.62,,13.01,-179
0,2888,新光金,新光金融控股股份有限公司,144429648850,20020219,20020219,3.36,9.30,0.68,3.69,,9.46,480
0,4916,事欣科,事欣科技股份有限公司,833515680,20011227,20131121,1.71,112.31,1.96,1.67,,5.85,-19
0,1416,廣豐,廣豐實業股份有限公司,1853421680,19680628,19760420,4.41,-,0.62,1.62,,🏆34.21,-36
